locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM2748	STM2748	1	AE006468	2888377	2888733	-		putative transcriptional regulator	0.4622	17
STM2749	STM2749	1	AE006468	2888828	2889112	+		putative cytoplasmic protein	0.5684	6
STM2750	STM2750	1	AE006468	2889225	2889746	+		putative PTS system glucitol/sorbitol-specific enzyme II	0.5958	18
STM2751	STM2751	1	AE006468	2889743	2890117	+		putative PTS enzyme III glucitol	0.5973	7
STM2752	STM2752	1	AE006468	2890114	2891094	+		putative PTS enzyme III glucitol	0.6279	24
STM2753	STM2753	1	AE006468	2891105	2892118	+		putative dehydrogenase	0.5966	33
STM2754	STM2754	1	AE006468	2892413	2893615	+		putative hexulose 6 phosphate synthase	0.3674	95
STM2755	STM2755	1	AE006468	2893689	2894324	-		putative hexulose 6 phosphate synthase	0.5393	26
STM2756	STM2756	1	AE006468	2894348	2894911	-		putative sugar phosphate aminotransferase	0.5780	9
STM2757	STM2757	1	AE006468	2894911	2895753	-		putative cytoplasmic protein	0.5540	42
STM2758	STM2758	1	AE006468	2895883	2897424	-		putative phosphotransferase system IIC component	0.5752	41
STM2759	STM2759	1	AE006468	2897647	2899326	+		putative dipeptide/oligopeptide/nickel ABC-type transport systems, periplasmic component	0.5702	55
STM2760	STM2760	1	AE006468	2900443	2901318	+		putative integrase	0.5742	30
STM2761	STM2761	1	AE006468	2901484	2903358	+		putative inner membrane protein	0.3291	177
STM2762	STM2762	1	AE006468	2903618	2904901	-		putative inner membrane protein	0.3100	132
STM2763	STM2763	1	AE006468	2905479	2906075	+		putative integrase	0.4523	26
STM2764	STM2764	1	AE006468	2906456	2906923	-		putative integrase core domain protein	0.5214	17
STM2765	STM2765	1	AE006468	2907070	2907336	-		putative transposase	0.4719	16
STM2766	STM2766	1	AE006468	2907789	2908427	-		putative cytoplasmic protein	0.3490	55
STM2767	STM2767	1	AE006468	2908424	2910406	-		putative superfamily I DNA and RNA helicase	0.3419	155
STM2768	STM2768	1	AE006468	2910685	2910984	+		putative transposase	0.5333	5
STM2769	STM2769	1	AE006468	2910981	2911847	+		putative transposase	0.5398	31
STM2770	STM2770	1	AE006468	2912627	2913166	-		repressor of fliC	0.4093	39
STM2771	STM2771	1	AE006468	2913234	2914754	-		filament structural protein	0.5069	83
STM2772	STM2772	1	AE006468	2914846	2915418	+		H inversion protein	0.4625	40
STM2773	STM2773	1	AE006468	2916381	2917496	+		putative glycosyl transferase	0.5690	37
STM2774	STM2774	1	AE006468	2917577	2921230	+		putative ATP binding cassette (ABC) transporter	0.5903	140
STM2775	STM2775	1	AE006468	2921340	2922584	+		enterochelin esterase-like protein (Fes)	0.6209	34
STM2776	STM2776	1	AE006468	2922616	2923551	+		putative hydrolase of the alpha/beta superfamily	0.5331	50
STM2777	STM2777	1	AE006468	2923593	2925773	-		TonB-dependent siderophore receptor protein	0.5094	148
STM2779	STM2779	1	AE006468	2926299	2926631	-		putative inner membrane protein	0.4565	22
STM2780	STM2780	1	AE006468	2926806	2927858	-		pipB-like protein	0.4444	71
STM2781	STM2781	1	AE006468	2928377	2929306	+		virK-like protein	0.4452	67
STM2782	STM2782	1	AE006468	2929599	2930495	+		putative transcription activator	0.4103	69
STM2783	STM2783	1	AE006468	2931217	2932230	-		putative nickel transporter	0.5030	51
STM2784	STM2784	1	AE006468	2932363	2933778	-		tricarboxylic transport regulatory protein	0.5614	70
STM2785	STM2785	1	AE006468	2933765	2934439	-		tricarboxylic transport regulatory protein	0.5496	24
STM2786	STM2786	1	AE006468	2934594	2935571	+		tricarboxylic transport protein	0.5634	34
STM2787	STM2787	1	AE006468	2935583	2936017	+		tricarboxylic transport protein	0.5793	17
STM2788	STM2788	1	AE006468	2936028	2937542	+		tricarboxylic transport protein	0.5716	55
STM2789	STM2789	1	AE006468	2937836	2938822	+		putative cytoplasmic protein	0.5380	34
STM2790	STM2790	1	AE006468	2938848	2940116	+		putative sarcosine oxidase-like protein	0.5918	42
STM2791	STM2791	1	AE006468	2940138	2941586	+		NADP-dependent succinate-semialdehyde dehydrogenase I	0.5776	52
STM2792	STM2792	1	AE006468	2941601	2942884	+		4-aminobutyrate aminotransferase	0.5794	46
STM2793	STM2793	1	AE006468	2943014	2944414	+		RpoS dependent gamma-aminobutyrate transport protein	0.5139	85
STM2794	STM2794	1	AE006468	2944456	2945133	+		putative GntR family transcriptional repressor	0.5678	28
STM2795	STM2795	1	AE006468	2945155	2945604	-		putative LysM domain protein	0.4422	25
STM2796	STM2796	1	AE006468	2945704	2945862	-		putative YqaE family transport protein	0.4277	13
STM2797	STM2797	1	AE006468	2946045	2946344	+		putative arsR family regulatory protein	0.5133	14
STM2798	STM2798	1	AE006468	2946354	2946881	+		putative rhodanese-related sulfurtransferase	0.5644	19
STM2799	STM2799	1	AE006468	2947229	2947630	-		DNA-binding protein with chaperone activity	0.4652	17
STM2800	STM2800	1	AE006468	2948329	2948778	+		putative inner membrane protein	0.5022	22
STM2801	STM2801	1	AE006468	2948813	2949163	-		putative cytoplasmic protein	0.4986	26
STM2802	STM2802	1	AE006468	2949313	2949651	+		putative inner membrane protein	0.5457	14
STM2803	STM2803	1	AE006468	2949735	2951069	-		putative gntR family regulatory protein	0.5663	51
STM2804	STM2804	1	AE006468	2951158	2951589	+		putative cytoplasmic protein	0.5208	19
STM2805	STM2805	1	AE006468	2951861	2952106	+		glutaredoxin-like protein	0.5528	7
STM2806	STM2806	1	AE006468	2952103	2952513	+		stimulates ribonucleotide reduction	0.5693	16
STM2807	STM2807	1	AE006468	2952486	2954630	+		ribonucleoside diphosphate reductase 2, alpha subunit	0.5422	93
STM2808	STM2808	1	AE006468	2954641	2955600	+		ribonucleoside-diphosphate reductase 2, beta subunit	0.4958	48
STM2809	STM2809	1	AE006468	2955955	2957157	+		glycine/betaine/proline transport protein	0.5046	60
STM2810	STM2810	1	AE006468	2957150	2958214	+		glycine/betaine/proline transport protein	0.5953	35
STM2811	STM2811	1	AE006468	2958284	2959279	+		glycine/betaine/proline transport protein	0.5341	48
STM2812	STM2812	1	AE006468	2959444	2960628	+		putative inner membrane protein	0.5899	48
STM2813	STM2813	1	AE006468	2961125	2961655	+		transcriptional repressor of emrAB operon	0.4878	16
STM2814	STM2814	1	AE006468	2961782	2962954	+		multidrug resistance secretion protein	0.5448	51
STM2815	STM2815	1	AE006468	2962971	2964509	+		putative MFS superfamily multidrug transport protein	0.5686	55
STM2816	STM2816	1	AE006468	2964558	2965928	-		putative glycoporin	0.4748	84
STM2817	STM2817	1	AE006468	2966274	2966789	-		quorum sensing protein	0.5349	17
STM2818	STM2818	1	AE006468	2966939	2968495	-		gamma-glutamate-cysteine ligase	0.5215	77
STM2819	STM2819	1	AE006468	2968572	2968997	-		putative inner membrane protein	0.5376	20
STM2820	STM2820	1	AE006468	2968994	2969560	-		putative phosphoglucomutase	0.5644	22
STM2821	STM2821	5	AE006468	2969932	2970005	-		tRNA-Arg	0.5946	4
STM2822	STM2822	5	AE006468	2970202	2970275	-		tRNA-Arg	0.5946	4
STM2823	STM2823	5	AE006468	2970341	2970414	-		tRNA-Arg	0.5946	4
STM2824	STM2824	5	AE006468	2970480	2970553	-		tRNA-Arg	0.5946	4
STM2825	STM2825	5	AE006468	2970560	2970649	-		tRNA-Ser	0.6444	2
STM2826	STM2826	1	AE006468	2970955	2971140	-		carbon storage regulator	0.5108	6
STM2827	STM2827	1	AE006468	2971375	2974005	-		alanyl-tRNA synthetase	0.5492	93
STM2828	STM2828	1	AE006468	2974241	2974741	-		regulator	0.5170	18
STM2829	STM2829	1	AE006468	2974858	2975919	-		DNA strand exchange and recombination protein	0.5471	36
STM2830	STM2830	1	AE006468	2976004	2976501	-		putative cytoplasmic protein	0.5884	16
STM2831	STM2831	1	AE006468	2976979	2978058	-		membrane-bound lytic murein transglycosylase B	0.5583	46
STM2832	STM2832	1	AE006468	2978312	2978875	+		PTS family glucitol/sorbitol-specific enzyme IIC component	0.5053	28
STM2833	STM2833	1	AE006468	2978872	2979843	+		PTS family, glucitol/sorbitol-specific IIB component	0.5864	38
STM2834	STM2834	1	AE006468	2979855	2980217	+		PTS family glucitol/sorbitol-specific protein	0.5758	12
STM2835	STM2835	1	AE006468	2980229	2981008	+		glucitol (sorbitol)-6-phosphate dehydrogenase	0.5474	33
STM2836	STM2836	1	AE006468	2981084	2981443	+		putative glucitol (srl) operon regulatory protein	0.5500	14
STM2837	STM2837	1	AE006468	2981641	2982414	+		transcriptional repressor for glucitol operon	0.4987	26
STM2838	STM2838	1	AE006468	2982446	2983372	+		putative polysialic acid capsule expression protein	0.5728	31
STM2839	STM2839	1	AE006468	2983369	2984889	-		putative EBP family regulator	0.5937	46
STM2840	STM2840	1	AE006468	2985075	2986514	+		putative flavoprotein	0.5368	54
STM2841	STM2841	1	AE006468	2986511	2987644	+		putative oxidoreductase	0.5661	43
STM2842	STM2842	1	AE006468	2987741	2989981	-		hydrogenase maturation protein	0.6042	66
STM2843	STM2843	1	AE006468	2990127	2990672	-		electron transport protein (FeS center) from formate to hydrogen	0.5659	13
STM2844	STM2844	1	AE006468	2990873	2991682	-		putative periplasmic or exported protein	0.5272	42
STM2845	STM2845	1	AE006468	2991709	2992179	-		protease involved in processing C-terminal end of HycE	0.5626	17
STM2846	STM2846	1	AE006468	2992172	2992582	-		protein for processing of HycE	0.5596	12
STM2847	STM2847	1	AE006468	2992579	2993346	-		hydrogenase activity	0.5951	25
STM2848	STM2848	1	AE006468	2993346	2993888	-		hydrogenase 3	0.5599	16
STM2849	STM2849	1	AE006468	2993898	2995607	-		hydrogenase 3, large subunit	0.5795	63
STM2850	STM2850	1	AE006468	2995625	2996548	-		hydrogenase 3, membrane subunit	0.5855	25
STM2851	STM2851	1	AE006468	2996551	2998377	-		hydrogenase 3, membrane subunit	0.6097	54
STM2852	STM2852	1	AE006468	2998377	2998985	-		hydrogenase-3, iron-sulfur subunit	0.5780	20
STM2853	STM2853	1	AE006468	2999131	2999592	-		transcriptional repressor of hyc and hyp operons	0.5087	23
STM2854	STM2854	1	AE006468	2999802	3000158	+		guanine-nucleotide binding protein in formate-hydrogenlyase system	0.4818	12
STM2855	STM2855	1	AE006468	3000227	3001099	+		hydrogenase-3 accessory protein	0.5739	27
STM2856	STM2856	1	AE006468	3001090	3001362	+		putative hydrogenase expression/formation protein	0.5568	7
STM2857	STM2857	1	AE006468	3001362	3002483	+		putative hydrogenase expression/formation protein	0.5811	32
STM2858	STM2858	1	AE006468	3002522	3003490	+		putative hydrogenase expression/formation protein	0.5934	34
STM2859	STM2859	1	AE006468	3003709	3005787	+		formate hydrogen-lyase transcriptional activator for fdhF, hyc and hyp operons	0.5493	82
STM2860	STM2860	1	AE006468	3005849	3006193	-		putative cytoplasmic protein	0.5391	14
STM2861	STM2861	1	AE006468	3006375	3007292	+		fur regulated Salmonella iron transporter	0.5370	42
STM2862	STM2862	1	AE006468	3007289	3008110	+		fur regulated Salmonella iron transporter	0.5450	36
STM2863	STM2863	1	AE006468	3008107	3008967	+		fur regulated Salmonella iron transporter	0.5482	30
STM2864	STM2864	1	AE006468	3008958	3009806	+		fur regulated Salmonella iron transporter	0.5053	49
STM2865	STM2865	1	AE006468	3009905	3010813	-		putative inner membrane protein	0.4224	61
STM2866	STM2866	1	AE006468	3010974	3011729	-		transcriptional regulator	0.4537	56
STM2867	STM2867	1	AE006468	3012114	3013001	-		araC family bacterial regulatory helix-turn-helix protein	0.3705	72
STM2868	STM2868	1	AE006468	3013346	3013798	-		putative cytoplasmic protein	0.4570	25
STM2869	STM2869	1	AE006468	3013795	3014475	-		putative flagellar biosynthesis/type III secretory pathway protein	0.4508	38
STM2870	STM2870	1	AE006468	3014432	3015031	-		putative inner membrane protein	0.4783	32
STM2871	STM2871	1	AE006468	3015003	3015761	-		cell invasion protein	0.4572	49
STM2872	STM2872	1	AE006468	3015758	3016063	-		cytoplasmic cell invasion protein	0.4739	20
STM2873	STM2873	1	AE006468	3016082	3016324	-		cytoplasmic cell invasion protein	0.4609	19
STM2874	STM2874	1	AE006468	3016349	3017527	-		cell invasion protein	0.4894	66
STM2875	STM2875	1	AE006468	3017843	3018772	+		regulatory helix-turn-helix proteins, araC family	0.4097	68
STM2876	STM2876	1	AE006468	3019863	3021524	+		invasion genes transcription activator	0.4314	128
STM2877	STM2877	1	AE006468	3021542	3022024	+		cell invasion protein	0.4141	30
STM2878	STM2878	1	AE006468	3022078	3023709	-		protein tyrosine phosphate	0.4412	103
STM2879	STM2879	1	AE006468	3023696	3024088	-		chaparone related to virulence	0.3919	39
STM2880	STM2880	1	AE006468	3024115	3024375	-		putative cytoplasmic protein	0.3985	20
STM2881	STM2881	1	AE006468	3024419	3024667	-		putative acyl carrier protein	0.3775	16
STM2882	STM2882	1	AE006468	3024686	3026743	-		cell invasion protein	0.4801	118
STM2883	STM2883	1	AE006468	3026762	3027793	-		cell invasion protein	0.4729	64
STM2884	STM2884	1	AE006468	3027864	3029093	-		cell invasion protein	0.4772	68
STM2885	STM2885	1	AE006468	3029121	3030902	-		cell invasion protein	0.5230	78
STM2886	STM2886	1	AE006468	3030905	3031402	-		surface presentation of antigens	0.4257	29
STM2887	STM2887	1	AE006468	3031540	3032610	-		surface presentation of antigens	0.4332	65
STM2888	STM2888	1	AE006468	3032597	3033388	-		surface presentation of antigens	0.4937	49
STM2889	STM2889	1	AE006468	3033392	3033652	-		surface presentation of antigens	0.4674	19
STM2890	STM2890	1	AE006468	3033678	3034352	-		surface presentation of antigens	0.4148	48
STM2891	STM2891	1	AE006468	3034342	3035253	-		surface presentation of antigens	0.5274	32
STM2892	STM2892	1	AE006468	3035253	3036263	-		surface presentation of antigens	0.4847	49
STM2893	STM2893	1	AE006468	3036263	3036706	-		surface presentation of antigens	0.4347	30
STM2894	STM2894	1	AE006468	3036684	3037979	-		surface presentation of antigens	0.5424	53
STM2895	STM2895	1	AE006468	3037976	3038383	-		surface presentation of antigens	0.4387	26
STM2896	STM2896	1	AE006468	3038407	3040464	-		invasion protein	0.4558	128
STM2897	STM2897	1	AE006468	3040489	3041607	-		invasion protein	0.4540	72
STM2898	STM2898	1	AE006468	3041604	3043292	-		outer membrane invasion protein	0.4642	104
STM2899	STM2899	1	AE006468	3043289	3043939	-		invasion protein	0.4593	33
STM2900	STM2900	1	AE006468	3044396	3044839	+		invasion protein	0.4212	23
STM2901	STM2901	1	AE006468	3045270	3045719	+		putative cytoplasmic protein	0.4289	28
STM2902	STM2902	1	AE006468	3045704	3046051	+		putative cytoplasmic protein	0.3707	20
STM2903	STM2903	1	AE006468	3046324	3046650	-		putative cytoplasmic protein	0.3058	35
STM2904	STM2904	1	AE006468	3047339	3047629	+		putative ABC-type transport system	0.4777	16
STM2905	STM2905	1	AE006468	3047626	3048153	+		putative acetyltransferase	0.4735	28
STM2906	STM2906	1	AE006468	3048226	3048414	-		putative cytoplasmic protein	0.5503	6
STM2907	STM2907	1	AE006468	3048778	3049434	+		serine/threonine specific protein phosphatase 2	0.4155	43
STM2908	STM2908	1	AE006468	3049606	3050127	-		putative cytoplasmic protein	0.4349	22
STM2909	STM2909	1	AE006468	3050286	3052853	+		methyl-directed mismatch repair	0.5705	114
STM2910	STM2910	1	AE006468	3052909	3053289	-		putative cytoplasmic protein	0.5564	16
STM2911	STM2911	1	AE006468	3053286	3054494	-		putative permease	0.5443	54
STM2912	STM2912	1	AE006468	3054582	3055514	+		putative LysR family transcriptional regulator	0.5509	45
STM2913	STM2913	1	AE006468	3055556	3057052	-		putative permease	0.5858	49
STM2914	STM2914	1	AE006468	3057049	3057999	-		putative nucleoside-diphosphate-sugar epimerase	0.5615	37
STM2915	STM2915	1	AE006468	3058039	3058815	-		putative endonuclease	0.5727	33
STM2916	STM2916	1	AE006468	3058820	3059458	-		putative fuculose phosphate aldolase	0.5634	26
STM2917	STM2917	1	AE006468	3059455	3060717	-		putative tRNA synthase	0.5946	37
STM2918	STM2918	1	AE006468	3060711	3061634	-		3-hydroxyisobutyrate dehydrogenase	0.5996	22
STM2919	STM2919	1	AE006468	3061831	3062595	+		putative regulatory protein, deoR family	0.5569	28
STM2920	STM2920	1	AE006468	3062614	3063018	-		putative transcriptional regulator	0.5259	16
STM2921	STM2921	1	AE006468	3063189	3063782	+		putative flavoprotein	0.5774	21
STM2922	STM2922	1	AE006468	3063782	3065209	+		putative 3-polyprenyl-4-hydroxybenzoate decarboxylase	0.5553	49
STM2923	STM2923	1	AE006468	3065220	3065456	+		putative cytoplasmic protein	0.5274	13
STM2924	STM2924	1	AE006468	3065501	3066493	-		sigma S (sigma 38) factor of RNA polymerase	0.5247	29
STM2925	STM2925	1	AE006468	3066556	3067689	-		lipoprotein	0.5203	56
STM2926	STM2926	1	AE006468	3067865	3068491	-		L-isoaspartate protein carboxylmethyltransferase type II	0.5662	23
STM2927	STM2927	1	AE006468	3068485	3069246	-		survival protein, protein damage control	0.5617	45
STM2928	STM2928	1	AE006468	3069227	3070276	-		putative hydrogenase subunit	0.5371	33
STM2929	STM2929	1	AE006468	3070273	3070752	-		2C-methyl-d-erythritol-2,4-cyclodiphosphate synthase	0.5729	20
STM2930	STM2930	1	AE006468	3070752	3071462	-		4-phosphocytidyl-2C-methyl-D-erythritol synthase	0.5752	21
STM2931	STM2931	1	AE006468	3071481	3071792	-		putative Septum formation initiator	0.5417	15
STM2932	STM2932	1	AE006468	3071983	3072339	-		putative inner membrane protein	0.4902	27
STM2933	STM2933	1	AE006468	3072357	3072962	-		adenosine 5'-phosphosulfate kinase	0.5479	29
STM2934	STM2934	1	AE006468	3072949	3074388	-		ATP-sulfurylase, subunit 1	0.5451	64
STM2935	STM2935	1	AE006468	3074398	3075306	-		ATP-sulfurylase, subunit 1	0.5303	40
STM2936	STM2936	1	AE006468	3075557	3076603	+		aminopeptidase in alkaline phosphatase isozyme conversion	0.5205	57
STM2937	STM2937	1	AE006468	3078251	3078547	-		putative inner membrane protein	0.4916	12
STM2938	STM2938	1	AE006468	3078544	3079464	-		putative cytoplasmic protein	0.5570	31
STM2939	STM2939	1	AE006468	3079461	3080111	-		putative cytoplasmic protein	0.5714	19
STM2940	STM2940	1	AE006468	3080093	3080839	-		putative cytoplasmic protein	0.5797	25
STM2941	STM2941	1	AE006468	3080850	3081908	-		putative cytoplasmic protein	0.5279	39
STM2942	STM2942	1	AE006468	3081922	3082482	-		putative transposase	0.4831	24
STM2943	STM2943	1	AE006468	3082479	3084035	-		putative cytoplasmic protein	0.5440	51
STM2944	STM2944	1	AE006468	3084047	3086710	-		putative helicase	0.5030	127
STM2945	STM2945	1	AE006468	3087155	3088108	+		secreted protein in the Sop family; transferred to eukaryotic cells	0.4067	68
STM2946	STM2946	1	AE006468	3088196	3088930	-		3'-phosphoadenosine 5'-phosphosulfate reductase	0.5646	25
STM2947	STM2947	1	AE006468	3089006	3090718	-		NADPH dependent sulfite reductase, alpha subunit	0.5727	57
STM2948	STM2948	1	AE006468	3090718	3092517	-		sulfite reductase, beta (flavoprotein) subunit	0.5750	56
STM2949	STM2949	1	AE006468	3092941	3093303	+		putative synthase	0.5289	17
STM2950	STM2950	1	AE006468	3093391	3094188	-		putative metal-dependent hydrolases of the beta-lactamase superfamily II	0.5138	40
STM2951	STM2951	1	AE006468	3096564	3097235	-		putative organic radical activating enzymes	0.5089	34
STM2952	STM2952	1	AE006468	3097371	3098669	-		enolase	0.5227	45
STM2953	STM2953	1	AE006468	3098752	3100389	-		CTP synthetase	0.5232	65
STM2954	STM2954	1	AE006468	3100617	3101417	-		putative pyrophosphatase	0.5306	23
STM2955	STM2955	1	AE006468	3102447	3102803	-		putative transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-binding domain	0.4566	15
STM2956	STM2956	1	AE006468	3102887	3105121	-		(p)ppGpp synthetase I	0.5557	77
STM2957	STM2957	1	AE006468	3105173	3106468	-		putative RNA methyltransferase	0.5440	49
STM2958	STM2958	1	AE006468	3106526	3109282	+		sensory histidine kinase	0.5267	123
STM2959	STM2959	1	AE006468	3109326	3110468	-		putative glycerate kinase 2	0.5809	37
STM2960	STM2960	1	AE006468	3110546	3111886	-		d-glucarate dehydratase	0.5548	47
STM2961	STM2961	1	AE006468	3111907	3113247	-		putative d-glucarate dehydratase	0.5660	52
STM2962	STM2962	1	AE006468	3113244	3114602	-		putative MFS superfamily D-glucarate permease	0.5224	63
STM2963	STM2963	1	AE006468	3115083	3115532	-		putative MFS superfamily D-glucarate permease	0.5400	16
