Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names (primary),Gene Names (ORF),Gene Names (synonym)
Q8ZJV5,unreviewed,Q8ZJV5_SALTY,Putative fimbrial usher protein,stjB STM4572,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),802,stjB,,
Q8ZJW6,reviewed,RSMC_SALTY,"Ribosomal RNA small subunit methyltransferase C, EC 2.1.1.172 (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)",rsmC STM4556,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),342,rsmC,,
Q8ZJX4,reviewed,YJJB_SALTY,UPF0442 protein YjjB,yjjB STM4545,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),157,yjjB,,
Q8ZJY4,unreviewed,Q8ZJY4_SALTY,Methyl-accepting chemotaxis protein I,tsr STM4533,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),553,tsr,,
Q8ZJY8,unreviewed,Q8ZJY8_SALTY,"Type I site-specific deoxyribonuclease, EC 3.1.21.3",hsdR STM4526,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1169,hsdR,,
Q8ZJY9,reviewed,SYME_SALTY,"Endoribonuclease SymE, EC 3.1.-.-",symE STM4523,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),110,symE,,
Q8ZK00,unreviewed,Q8ZK00_SALTY,"Tryptophan--tRNA ligase, EC 6.1.1.2",trpS2 STM4508,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),337,trpS2,,
Q8ZK08,reviewed,YEEN_SALTY,Probable transcriptional regulatory protein YeeN,yeeN STM4499,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),238,yeeN,,
Q8ZK12,unreviewed,Q8ZK12_SALTY,"Site-specific DNA-methyltransferase (adenine-specific), EC 2.1.1.72",STM4495,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1225,,,
Q8ZK21,unreviewed,Q8ZK21_SALTY,"Gluconokinase, EC 2.7.1.12",idnK STM4485,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),176,idnK,,
Q8ZK26,unreviewed,Q8ZK26_SALTY,Putative permease,yjgQ STM4480,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),360,yjgQ,,
Q8ZK27,unreviewed,Q8ZK27_SALTY,Lipopolysaccharide export system permease protein LptF,yjgP STM4479,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),366,yjgP,,
Q8ZK33,reviewed,ARCA_SALTY,"Arginine deiminase, ADI, EC 3.5.3.6 (Arginine dihydrolase, AD)",arcA STM4467,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),406,arcA,,
Q8ZK37,unreviewed,Q8ZK37_SALTY,Arginine repressor,argR STM4463,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),162,argR,,
Q8ZK40,unreviewed,Q8ZK40_SALTY,"Trehalose-6-P hydrolase, EC 3.2.1.93",treC STM4453,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),550,treC,,
Q8ZK51,unreviewed,Q8ZK51_SALTY,Putative thiamine pyrophosphate-requiring enzyme,STM4432,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),269,,,
Q8ZK52,unreviewed,Q8ZK52_SALTY,Putative thiamine pyrophosphate-requiring enzyme,STM4431,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),646,,,
Q8ZK57,reviewed,IOLG_SALTY,"Inositol 2-dehydrogenase, EC 1.1.1.18 (Myo-inositol 2-dehydrogenase, MI 2-dehydrogenase)",iolG STM4425,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),336,iolG,,
Q8ZK58,reviewed,IOLE_SALTY,"Inosose dehydratase, EC 4.2.1.44 (2-keto-myo-inositol dehydratase, 2KMI dehydratase)",iolE STM4424,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),301,iolE,,
Q8ZK63,unreviewed,Q8ZK63_SALTY,Sugar (And other) transporter,STM4419,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),478,,,
Q8ZK64,unreviewed,Q8ZK64_SALTY,Sugar (And other) transporter,STM4418,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),477,,,
Q8ZK76,reviewed,YTFE_SALTY,Iron-sulfur cluster repair protein YtfE,ytfE STM4399,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),220,ytfE,,
Q8ZK80,reviewed,RL9_SALTY,50S ribosomal protein L9,rplI STM4394,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),149,rplI,,
Q8ZK81,reviewed,RS18_SALTY,30S ribosomal protein S18,rpsR STM4393,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),75,rpsR,,
Q8ZK82,reviewed,PRIB_SALTY,Primosomal replication protein N,priB STM4392,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),104,priB,,
Q8ZK86,reviewed,ULAE_SALTY,"L-ribulose-5-phosphate 3-epimerase UlaE, EC 5.1.3.22 (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase)",ulaE STM4387,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),284,ulaE,,
Q8ZK88,reviewed,ULAC_SALTY,Ascorbate-specific PTS system EIIA component (Ascorbate-specific phosphotransferase enzyme IIA component),ulaC STM4385,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),154,ulaC,,
Q8ZKA4,unreviewed,Q8ZKA4_SALTY,Protein HflK,hflK STM4363,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),419,hflK,,
Q8ZKB2,unreviewed,Q8ZKB2_SALTY,Putative periplasmic binding protein,yjeP STM4347,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1108,yjeP,,
Q8ZKB5,unreviewed,Q8ZKB5_SALTY,Outer membrane lipoprotein Blc,blc STM4339,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),177,blc,,
Q8ZKC2,unreviewed,Q8ZKC2_SALTY,Anaerobic C4-dicarboxylate transporter,dcuA STM4325,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),433,dcuA,,
Q8ZKD7,unreviewed,Q8ZKD7_SALTY,"Putative anaerobic dimethyl sulfoxide reductase, subunit A, EC 1.8.99.-",STM4305,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),783,,,
Q8ZKD8,unreviewed,Q8ZKD8_SALTY,"Histidine kinase, EC 2.7.13.3",dcuS STM4304,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),543,dcuS,,
Q8ZKD9,unreviewed,Q8ZKD9_SALTY,Transcriptional regulatory protein,dcuR STM4303,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),239,dcuR,,
Q8ZKE1,unreviewed,Q8ZKE1_SALTY,Anaerobic C4-dicarboxylate transporter,dcuB STM4301,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),446,dcuB,,
Q8ZKE2,unreviewed,Q8ZKE2_SALTY,"Fumarate hydratase class I, EC 4.2.1.2",fumB STM4300,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),548,fumB,,
Q8ZKE3,unreviewed,Q8ZKE3_SALTY,"Arginine decarboxylase, EC 4.1.1.19",adi STM4296,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),756,adi,,
Q8ZKE7,unreviewed,Q8ZKE7_SALTY,"Formate dehydrogenase, EC 1.17.1.9",fdhF STM4285,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),715,fdhF,,
Q8ZKE9,unreviewed,Q8ZKE9_SALTY,Proton/glutamate-aspartate symporter,gltP STM4283,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),436,gltP,,
Q8ZKF1,unreviewed,Q8ZKF1_SALTY,Formate-dependent nitrite reductase complex subunit,nrfE STM4281,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),740,nrfE,,
Q8ZKF8,reviewed,ACTP_SALTY,Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP),actP STM4273,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),549,actP,,
Q8ZKG1,unreviewed,Q8ZKG1_SALTY,Putative CPA1 family Na:H transport protein,yjcE STM4269,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),548,yjcE,,
Q8ZKG4,unreviewed,Q8ZKG4_SALTY,"Anti-FlhC(2)FlhD(4) factor YdiV, EC 3.1.4.52",yjcC STM4264,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),533,yjcC,,
Q8ZKG5,unreviewed,Q8ZKG5_SALTY,Putative ABC-type bacteriocin/lantibiotic exporter,STM4262,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),688,,,
Q8ZKJ9,unreviewed,Q8ZKJ9_SALTY,Bactoprenol-linked glucose translocase,STM4206,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),120,,,
Q8ZKL0,reviewed,PANS_SALTY,Pantothenate precursors transporter PanS,panS STM4195,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),313,panS,,
Q8ZKL4,unreviewed,Q8ZKL4_SALTY,"Malate synthase, EC 2.3.3.9",aceB STM4183,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),533,aceB,,
Q8ZKL6,reviewed,ARLY_SALTY,"Argininosuccinate lyase, ASAL, EC 4.3.2.1 (Arginosuccinase)",argH STM4123,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),458,argH,,
Q8ZKM6,unreviewed,Q8ZKM6_SALTY,PTS system fructose-like IIC component,frwC STM4112,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),359,frwC,,
Q8ZKM7,unreviewed,Q8ZKM7_SALTY,"General PTS family enzyme I, EC 2.7.3.9",ptsA STM4110,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),833,ptsA,,
Q8ZKM8,reviewed,FSA_SALTY,"Fructose-6-phosphate aldolase, EC 4.1.2.-",fsa STM4109,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),220,fsa,,
Q8ZKM9,unreviewed,Q8ZKM9_SALTY,"Glycerol dehydrogenase, NAD, EC 1.1.1.6",gldA STM4108,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),367,gldA,,
Q8ZKN1,unreviewed,Q8ZKN1_SALTY,Putative 5'-nucleotidase,STM4104,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),518,,,
Q8ZKN5,unreviewed,Q8ZKN5_SALTY,"Cystathionine gamma-synthase, EC 2.5.1.48",metB STM4100,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),386,metB,,
Q8ZKP1,reviewed,ZAPB_SALTY,Cell division protein ZapB,zapB STM4088,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),79,zapB,,
Q8ZKP4,unreviewed,Q8ZKP4_SALTY,"Fructose-1,6-bisphosphatase",glpX STM4085,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),336,glpX,,
Q8ZKP5,unreviewed,Q8ZKP5_SALTY,"Flavodoxin/ferredoxin--NADP reductase, EC 1.18.1.2, EC 1.19.1.1 (Ferredoxin (flavodoxin):NADP(+) oxidoreductase) (Ferredoxin--NADP reductase) (Flavodoxin--NADP reductase)",fpr STM4084,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),248,fpr,,
Q8ZKQ0,reviewed,LSRF_SALTY,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase, EC 2.3.1.245",lsrF STM4078,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),291,lsrF,,
Q8ZKQ1,reviewed,LSRB_SALTY,"Autoinducer 2-binding protein LsrB, AI-2-binding protein LsrB",lsrB STM4077,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),340,lsrB,,
Q8ZKQ2,reviewed,LSRD_SALTY,"Autoinducer 2 import system permease protein LsrD, AI-2 import system permease protein LsrD",lsrD STM4076,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),332,lsrD,,
Q8ZKQ3,reviewed,LSRC_SALTY,"Autoinducer 2 import system permease protein LsrC, AI-2 import system permease protein LsrC",lsrC STM4075,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),347,lsrC,,
Q8ZKQ5,reviewed,LSRR_SALTY,Transcriptional regulator LsrR,lsrR STM4073,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),319,lsrR,,
Q8ZKR0,reviewed,AIRSR_SALTY,HTH-type transcriptional repressor STM4068,STM4068,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),240,,,
Q8ZKR6,unreviewed,Q8ZKR6_SALTY,Response reguator in two-component regulatory system with CpxA,cpxR STM4059,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),232,cpxR,,
Q8ZKS7,reviewed,FDHD_SALTY,Sulfur carrier protein FdhD,fdhD STM4038,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),278,fdhD,,
Q8ZKS8,unreviewed,Q8ZKS8_SALTY,"Formate dehydrogenase, EC 1.17.1.9",fdoG STM4037,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1016,fdoG,,
Q8ZKS9,unreviewed,Q8ZKS9_SALTY,Formate dehydrogenase iron-sulfur subunit,fdoH STM4036,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),300,fdoH,,
Q8ZKT0,reviewed,FDHE_SALTY,Protein FdhE,fdhE STM4034,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),309,fdhE,,
Q8ZKT5,reviewed,YIHY_SALTY,UPF0761 membrane protein YihY,yihY STM4027,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),290,yihY,,
Q8ZKV4,unreviewed,Q8ZKV4_SALTY,Protein for a late step of protoheme IX synthesis,hemY STM3935,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),399,hemY,,
Q8ZKV9,reviewed,RBSA_SALTY,"Ribose import ATP-binding protein RbsA, EC 7.5.2.7",rbsA STM3882,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),501,rbsA,,
Q8ZKW1,reviewed,KUP_SALTY,Low affinity potassium transport system protein kup (Kup system potassium uptake protein),kup STM3880,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),622,kup,,
Q8ZKW2,reviewed,RAVA_SALTY,"ATPase RavA, EC 3.6.3.- (Regulatory ATPase variant A)",ravA STM3879,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),498,ravA,,
Q8ZKW3,reviewed,VIAA_SALTY,Protein ViaA (VWA domain protein interacting with AAA ATPase),viaA STM3878,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),483,viaA,,
Q8ZKW4,reviewed,ASNA_SALTY,"Aspartate--ammonia ligase, EC 6.3.1.1 (Asparagine synthetase A)",asnA STM3877,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),330,asnA,,
Q8ZKW6,reviewed,MNMG_SALTY,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A),mnmG gidA STM3874,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),629,mnmG,,gidA
Q8ZKW8,reviewed,ATPG_SALTY,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),atpG STM3866,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),287,atpG,,
Q8ZKX5,unreviewed,Q8ZKX5_SALTY,Phosphate-binding protein PstS,pstS STM3857,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),346,pstS,,
Q8ZKX6,unreviewed,Q8ZKX6_SALTY,Phosphate transport system permease protein PstA,pstA STM3855,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),296,pstA,,
Q8ZKY0,reviewed,YIDZ_SALTY,HTH-type transcriptional regulator YidZ,yidZ STM3848,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),319,yidZ,,
Q8ZKY1,reviewed,MDTL_SALTY,Multidrug resistance protein MdtL,mdtL STM3847,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),395,mdtL,,
Q8ZKZ3,unreviewed,Q8ZKZ3_SALTY,"Histidine kinase, EC 2.7.13.3",torS STM3826,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),911,torS,,
Q8ZKZ5,unreviewed,Q8ZKZ5_SALTY,Response regulator in multi-component regualtory system wtih TorS (Sensory kinase) and TorT (Periplasmic sensor),torR STM3824,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),230,torR,,
Q8ZKZ8,reviewed,TORD_SALTY,Chaperone protein TorD,torD STM3821,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),210,torD,,
Q8ZL00,unreviewed,Q8ZL00_SALTY,Cytochrome c-type biogenesis protein,ccmH STM3812,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),347,ccmH,,
Q8ZL03,reviewed,IBPB_SALTY,Small heat shock protein IbpB (16 kDa heat shock protein B),ibpB STM3808,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),142,ibpB,,
Q8ZL04,reviewed,YIDE_SALTY,Putative transport protein YidE,yidE STM3807,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),553,yidE,,
Q8ZL37,unreviewed,Q8ZL37_SALTY,Sodium/glutamate symporter,gltS STM3746,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),401,gltS,,
Q8ZL39,unreviewed,Q8ZL39_SALTY,"ATP-dependent DNA helicase RecG, EC 3.6.4.12",recG STM3744,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),693,recG,,
Q8ZL40,unreviewed,Q8ZL40_SALTY,"tRNA (guanosine(18)-2'-O)-methyltransferase, EC 2.1.1.34 (tRNA [Gm18] methyltransferase)",spoU trmH STM3743,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),229,spoU,,trmH
Q8ZL41,unreviewed,Q8ZL41_SALTY,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, EC 3.1.7.2",spoT STM3742,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),703,spoT,,
Q8ZL42,reviewed,LIGB_SALTY,"DNA ligase B, EC 6.5.1.2 (Polydeoxyribonucleotide synthase [NAD(+)] B)",ligB STM3739,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),561,ligB,,
Q8ZL63,reviewed,LLDP_SALTY,L-lactate permease,lldP lctP STM3692,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),551,lldP,,lctP
Q8ZL67,reviewed,MTLD_SALTY,"Mannitol-1-phosphate 5-dehydrogenase, EC 1.1.1.17",mtlD STM3686,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),382,mtlD,,
Q8ZL70,unreviewed,Q8ZL70_SALTY,Selenocysteine-specific elongation factor (SelB translation factor),selB STM3682,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),616,selB,,
Q8ZL75,unreviewed,Q8ZL75_SALTY,"L-ribulose-5-phosphate 4-epimerase, EC 5.1.3.4 (Phosphoribulose isomerase)",sgbE STM3677,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),231,sgbE,,
Q8ZL86,unreviewed,Q8ZL86_SALTY,"Valine-pyruvate aminotransferase, EC 2.6.1.66",avtA STM3665,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),416,avtA,,
Q8ZL87,unreviewed,Q8ZL87_SALTY,"Alpha-amylase, EC 3.2.1.1",malS STM3664,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),675,malS,,
Q8ZL90,reviewed,XYLA_SALTY,"Xylose isomerase, EC 5.3.1.5",xylA STM3661,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),440,xylA,,
Q8ZL91,unreviewed,Q8ZL91_SALTY,"Xylulose kinase, Xylulokinase, EC 2.7.1.17",xylB STM3660,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),484,xylB,,
Q8ZL93,unreviewed,Q8ZL93_SALTY,"O-acetyltransferase WecH, EC 2.3.1.-",yiaH wecH STM3658,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),331,yiaH,,wecH
Q8ZL95,reviewed,SYGA_SALTY,"Glycine--tRNA ligase alpha subunit, EC 6.1.1.14 (Glycyl-tRNA synthetase alpha subunit, GlyRS)",glyQ STM3656,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),303,glyQ,,
Q8ZLA2,unreviewed,Q8ZLA2_SALTY,"Biotin sulfoxide reductase, EC 1.-.-.-",bisC STM3644,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),777,bisC,,
Q8ZLA9,unreviewed,Q8ZLA9_SALTY,Dipeptide transport protein,dppA STM3630,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),535,dppA,,
Q8ZLB5,reviewed,BCSE_SALTY,Cyclic di-GMP binding protein BcsE (Cellulose biosynthesis protein BcsE),bcsE STM3622,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),523,bcsE,,
Q8ZLB6,reviewed,BCSQ_SALTY,Cellulose biosynthesis protein BcsQ,bcsQ STM3620,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),250,bcsQ,,
Q8ZLB8,reviewed,BCSC_SALTY,Cellulose synthase operon protein C,bcsC STM3616,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1180,bcsC,,
Q8ZLB9,unreviewed,Q8ZLB9_SALTY,Anti-FlhC(2)FlhD(4) factor YdiV,yhjK STM3615,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),657,yhjK,,
Q8ZLD2,unreviewed,Q8ZLD2_SALTY,Anaerobic C4-dicarboxylate transporter,STM3599,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),439,,,
Q8ZLD3,unreviewed,Q8ZLD3_SALTY,"Putative L-asparaginase, EC 1.8.1.7, EC 3.5.1.1",STM3598,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),347,,,
Q8ZLD4,unreviewed,Q8ZLD4_SALTY,"Glutathione oxidoreductase, EC 1.8.1.7",gor STM3597,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),450,gor,,
Q8ZLD6,reviewed,DTPB_SALTY,Dipeptide and tripeptide permease B,dtpB STM3592,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),489,dtpB,,
Q8ZLD7,reviewed,USPA_SALTY,Universal stress protein A,uspA STM3591,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),144,uspA,,
Q8ZLE2,reviewed,ACPT_SALTY,"4'-phosphopantetheinyl transferase AcpT, EC 2.7.8.7",acpT STM3583,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),192,acpT,,
Q8ZLE4,reviewed,YHHS_SALTY,Uncharacterized MFS-type transporter YhhS,yhhS STM3581,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),405,yhhS,,
Q8ZLE5,unreviewed,Q8ZLE5_SALTY,"P-type ATPase family, EC 3.6.1.-",zntA STM3576,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),732,zntA,,
Q8ZLE8,unreviewed,Q8ZLE8_SALTY,"Ribosomal RNA small subunit methyltransferase D, EC 2.1.1.171",yhhF STM3572,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),198,yhhF,,
Q8ZLF0,unreviewed,Q8ZLF0_SALTY,Cell division protein FtsX,ftsX STM3569,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),351,ftsX,,
Q8ZLF2,reviewed,UGPA_SALTY,sn-glycerol-3-phosphate transport system permease protein UgpA,ugpA STM3556,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),295,ugpA,,
Q8ZLF3,reviewed,UGPE_SALTY,sn-glycerol-3-phosphate transport system permease protein UgpE,ugpE STM3555,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),281,ugpE,,
Q8ZLH0,unreviewed,Q8ZLH0_SALTY,"Putative dihydroxyacid dehydratase, EC 1.1.5.3, EC 4.2.1.9",STM3531,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),571,,,
Q8ZLH1,unreviewed,Q8ZLH1_SALTY,"Putative glycerol dehydrogenase, EC 1.1.1.6, EC 1.1.5.3",STM3529,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),369,,,
Q8ZLH4,unreviewed,Q8ZLH4_SALTY,"Glycerol-3-phosphate dehydrogenase, EC 1.1.5.3",glpD STM3526,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),502,glpD,,
Q8ZLH5,reviewed,GLPG_SALTY,"Rhomboid protease GlpG, EC 3.4.21.105 (Intramembrane serine protease)",glpG STM3524,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),276,glpG,,
Q8ZLH9,unreviewed,Q8ZLH9_SALTY,Putative cytoplasmic protein,rtcB STM3519,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),405,rtcB,,
Q8ZLI5,unreviewed,Q8ZLI5_SALTY,"4-alpha-glucanotransferase, EC 2.4.1.25 (Amylomaltase) (Disproportionating enzyme)",malQ STM3513,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),692,malQ,,
Q8ZLI7,reviewed,NFUA_SALTY,Fe/S biogenesis protein NfuA,nfuA STM3511,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),191,nfuA,,
Q8ZLJ2,reviewed,GREB_SALTY,Transcription elongation factor GreB (Transcript cleavage factor GreB),greB STM3503,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),157,greB,,
Q8ZLJ4,reviewed,HSLO_SALTY,"33 kDa chaperonin (Heat shock protein 33 homolog, HSP33)",hslO STM3498,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),292,hslO,,
Q8ZLJ5,unreviewed,Q8ZLJ5_SALTY,Heat shock protein 15,yrfH STM3497,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),133,yrfH,,
Q8ZLK3,unreviewed,Q8ZLK3_SALTY,Cell division protein DamX,damX STM3485,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),425,damX,,
Q8ZLK6,unreviewed,Q8ZLK6_SALTY,"Nitrite reductase large subunit, EC 1.6.6.-",nirB STM3474,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),847,nirB,,
Q8ZLK7,reviewed,TSGA_SALTY,Protein TsgA,tsgA STM3473,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),393,tsgA,,
Q8ZLL3,reviewed,KEFB_SALTY,Glutathione-regulated potassium-efflux system protein KefB (K(+)/H(+) antiporter),kefB STM3457,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),601,kefB,,
Q8ZLL6,unreviewed,Q8ZLL6_SALTY,"Peptidyl-prolyl cis-trans isomerase, EC 5.2.1.8",fkpA STM3453,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),272,fkpA,,
